rooms,area_m2,price,floor,total_floor,is_new_building,place
3,155,1350,5,18,1,Şah İsmayıl Xətai m.
3,120,1800,2,7,0,Şah İsmayıl Xətai m.
2,45,670,18,20,1,20 Yanvar m.
2,55,550,4,5,0,8 Noyabr m.
3,110,850,16,17,1,Elmlər Akademiyası m.
2,75,650,17,19,1,Nizami r.
4,184,1050,13,16,1,20 Yanvar m.
2,100,800,9,16,1,Nəriman Nərimanov m.
3,135,3000,3,7,0,Ağ şəhər q.
2,100,1199,4,18,1,Gənclik m.
3,112,2000,9,15,1,Şah İsmayıl Xətai m.
4,185,2100,10,20,1,Şah İsmayıl Xətai m.
4,140,1200,3,18,1,Elmlər Akademiyası m.
2,70,600,2,5,0,Qara Qarayev m.
2,96,1000,14,22,1,Gənclik m.
4,190,1900,9,10,1,Nizami m.
2,75,900,6,18,1,Nizami m.
3,85,850,6,16,1,Dərnəgül m.
2,104,1500,7,14,1,Nəsimi r.
2,50,750,2,9,0,Gənclik m.
2,50,700,5,12,1,20 Yanvar m.
3,140,1500,2,16,1,Nərimanov r.
2,50,650,9,15,1,20 Yanvar m.
4,110,800,3,9,0,Azadlıq Prospekti m.
2,98,900,14,17,1,Qara Qarayev m.
2,80,800,2,9,0,Nizami m.
2,60,450,12,13,1,Sumqayıt
2,83,1200,7,17,1,28 May m.
3,125,1300,13,17,1,Şah İsmayıl Xətai m.
4,215,2000,7,20,1,28 May m.
4,200,2500,13,18,1,Nizami m.
5,265,5200,5,9,0,Böyükşor q.
3,115,1099,8,16,1,Şah İsmayıl Xətai m.
2,50,670,18,20,1,Yasamal q.
2,60,500,5,5,0,Memar Əcəmi m.
3,150,1500,6,6,0,Xətai r.
2,90,950,6,21,1,Nəsimi r.
3,110,1400,11,17,1,Nəriman Nərimanov m.
2,85,800,14,16,1,Dərnəgül m.
2,80,1000,7,16,1,28 May m.
2,70,1300,6,20,1,Ağ şəhər q.
4,215,2000,9,20,1,28 May m.
2,55,900,5,16,1,Nəriman Nərimanov m.
3,110,950,4,19,1,Yeni Yasamal q.
2,55,1200,3,3,0,Sahil m.
2,40,700,1,4,0,Şah İsmayıl Xətai m.
2,90,1300,2,17,1,28 May m.
4,140,1050,1,4,0,Şah İsmayıl Xətai m.
2,50,650,15,17,1,20 Yanvar m.
2,60,500,8,10,1,Həzi Aslanov m.
2,65,750,10,16,1,Dərnəgül m.
3,142,1000,4,16,1,Nərimanov r.
3,90,800,8,17,1,Dərnəgül m.
3,120,700,9,17,1,Nəsimi m.
4,175,2800,3,12,1,Nəsimi r.
1,50,700,8,14,1,Nərimanov r.
3,116,850,16,16,1,İnşaatçılar m.
3,140,1800,7,16,1,Gənclik m.
2,50,750,1,1,0,İçəri Şəhər m.
2,110,800,3,16,1,20 Yanvar m.
4,150,1600,13,18,1,Şah İsmayıl Xətai m.
2,70,1000,9,27,1,8 Noyabr m.
2,55,700,3,20,1,20 Yanvar m.
3,80,650,6,8,0,Əhmədli m.
3,147,2200,4,7,0,Ağ şəhər q.
2,65,850,4,5,0,Elmlər Akademiyası m.
3,105,1550,2,5,0,Sea Breeze q.
3,145,1550,3,17,1,Şah İsmayıl Xətai m.
2,70,750,17,19,1,20 Yanvar m.
2,90,2000,5,19,1,Elmlər Akademiyası m.
3,115,1100,7,17,1,20 Yanvar m.
3,148,2800,12,27,1,8 Noyabr m.
2,60,650,5,5,0,Nəriman Nərimanov m.
2,65,1300,6,20,1,Ağ şəhər q.
2,104,800,6,25,1,28 May m.
2,95,1800,8,22,1,28 May m.
2,60,1200,6,12,1,Nəsimi r.
2,65,850,5,7,0,Elmlər Akademiyası m.
3,127,2100,4,7,0,Ağ şəhər q.
3,116,1500,8,14,1,Şah İsmayıl Xətai m.
3,120,800,17,17,1,İnşaatçılar m.
2,85,1000,13,21,1,Şah İsmayıl Xətai m.
3,106,1450,5,22,1,8 Noyabr m.
3,105,1700,4,8,0,Ağ şəhər q.
3,112,1200,8,16,1,Şah İsmayıl Xətai m.
2,65,700,4,10,1,Gənclik m.
3,70,750,2,4,0,Nəriman Nərimanov m.
2,100,800,10,16,1,Nəriman Nərimanov m.
2,74,1100,8,16,1,Gənclik m.
3,86,850,4,5,0,İçəri Şəhər m.
2,65,1500,6,6,0,Nizami m.
3,160,1000,6,10,1,Nəriman Nərimanov m.
4,200,250,13,24,1,Şah İsmayıl Xətai m.
3,145,2000,3,4,0,Ağ şəhər q.
2,60,1550,13,16,1,Nizami m.
3,160,1199,7,8,0,Nizami m.
3,170,1300,7,8,0,Nizami m.
2,60,680,6,16,1,Yasamal r.
2,60,650,2,9,0,İnşaatçılar m.
2,62,999,4,16,1,Şah İsmayıl Xətai m.
1,40,400,2,9,0,Yeni Günəşli q.
2,105,1100,4,17,1,Nəsimi r.
3,111,3000,3,6,0,Ağ şəhər q.
2,56,495,3,15,1,Əhmədli m.
3,100,2000,7,16,1,Nizami m.
3,110,1600,6,18,1,Səbail r.
3,140,1150,10,16,1,Şah İsmayıl Xətai m.
3,130,2300,11,17,1,Bakmil m.
3,105,2000,2,7,0,Xətai r.
3,110,1200,17,17,1,Nəriman Nərimanov m.
3,120,800,17,17,1,Yasamal q.
2,60,1200,11,17,1,28 May m.
2,70,1000,9,27,1,8 Noyabr m.
3,120,3799,2,7,0,Xətai r.
3,135,2500,5,8,0,Ağ şəhər q.
3,130,2499,4,18,1,Şah İsmayıl Xətai m.
4,180,3000,20,27,1,Elmlər Akademiyası m.
3,220,2500,22,25,1,Şah İsmayıl Xətai m.
2,60,1699,6,24,1,28 May m.
4,180,1600,15,22,1,28 May m.
2,55,1100,4,5,0,Sahil m.
3,130,1800,8,16,1,Şah İsmayıl Xətai m.
3,200,2500,4,7,0,Ağ şəhər q.
2,90,1500,17,18,1,Gənclik m.
3,85,790,1,5,0,Elmlər Akademiyası m.
2,70,1600,9,22,1,Şah İsmayıl Xətai m.
3,150,1600,6,13,1,Nərimanov r.
3,122,900,16,21,1,İnşaatçılar m.
2,80,1600,8,11,1,Nizami m.
2,45,700,12,16,1,Gənclik m.
3,120,2000,14,17,1,28 May m.
2,60,1799,4,7,0,Ağ şəhər q.
2,70,1700,5,7,0,Ağ şəhər q.
2,90,800,10,21,1,Nəriman Nərimanov m.
3,115,3900,4,7,0,Ağ şəhər q.
3,157,4000,3,20,1,Ağ şəhər q.
4,150,2500,4,7,0,Şah İsmayıl Xətai m.
2,80,600,1,9,0,7
2,55,500,5,5,0,Memar Əcəmi m.
3,120,3499,4,6,0,Ağ şəhər q.
3,90,1500,11,18,1,28 May m.
2,90,2000,5,12,1,İçəri Şəhər m.
2,95,1000,13,18,1,28 May m.
3,70,1200,2,5,0,İçəri Şəhər m.
2,70,450,10,11,1,Xırdalan
2,60,650,5,5,0,Elmlər Akademiyası m.
4,182,1500,15,20,1,Şah İsmayıl Xətai m.
2,61,1800,11,25,1,Sahil m.
3,110,1000,7,9,0,Şah İsmayıl Xətai m.
3,105,1450,5,22,1,8 Noyabr m.
2,70,1100,4,18,1,Nərimanov r.
3,140,1999,5,7,0,Ağ şəhər q.
2,78,2500,6,20,1,28 May m.
3,115,1999,5,7,0,Ağ şəhər q.
3,115,1000,12,12,1,Nizami m.
3,145,1200,11,19,1,28 May m.
4,160,1200,9,16,1,Gənclik m.
2,60,1300,5,6,0,Ağ şəhər q.
2,70,950,11,27,1,8 Noyabr m.
2,75,1000,17,22,1,Şah İsmayıl Xətai m.
3,117,600,2,16,1,Həzi Aslanov m.
2,58,500,5,5,0,Xətai r.
4,180,3800,7,7,0,Nəsimi r.
2,70,800,4,4,0,Sahil m.
2,50,700,14,19,1,Əhmədli q.
2,68,600,10,12,1,Badamdar q.
3,150,1550,19,27,1,8 Noyabr m.
2,76,900,8,18,1,Şah İsmayıl Xətai m.
2,55,1650,6,6,0,Şah İsmayıl Xətai m.
2,105,2500,3,14,1,Xətai r.
2,96,800,10,16,1,Nəriman Nərimanov m.
4,190,1900,9,10,1,Elmlər Akademiyası m.
3,80,1350,3,18,1,Nərimanov r.
2,96,800,10,16,1,Nəriman Nərimanov m.
2,66,750,11,17,1,Qara Qarayev m.
2,80,550,4,16,1,Əhmədli m.
2,65,700,10,17,1,Azadlıq Prospekti m.
2,105,1200,24,24,1,Şah İsmayıl Xətai m.
2,98,1300,19,27,1,8 Noyabr m.
3,148,1500,27,27,1,8 Noyabr m.
2,70,800,3,17,1,İçəri Şəhər m.
2,65,900,7,16,1,Nərimanov r.
2,97,800,10,16,1,Nəriman Nərimanov m.
2,53,700,11,18,1,Badamdar q.
2,96,800,10,16,1,Nəriman Nərimanov m.
2,70,1100,3,18,1,Nəsimi r.
1,55,1200,2,6,0,Sea Breeze q.
3,110,2000,16,20,1,Şah İsmayıl Xətai m.
2,106,1400,6,27,1,8 Noyabr m.
2,61,850,4,5,0,Elmlər Akademiyası m.
3,100,1100,19,20,1,Xətai r.
2,70,1000,10,27,1,8 Noyabr m.
3,70,700,2,5,0,Neftçilər m.
3,120,800,11,18,1,Neftçilər m.
3,95,1200,15,17,1,Memar Əcəmi m.
3,74,800,12,17,1,Neftçilər m.
3,90,850,6,16,1,Nizami m.
2,70,1400,18,18,1,28 May m.
3,150,1500,14,17,1,Nəriman Nərimanov m.
2,55,500,8,17,1,Nəsimi m.
3,136,900,5,18,1,Şah İsmayıl Xətai m.
3,110,1200,8,16,1,Şah İsmayıl Xətai m.
3,92,1000,2,5,0,Sahil m.
3,95,1300,8,17,1,28 May m.
2,60,550,2,5,0,Neftçilər m.
2,60,700,10,12,1,Memar Əcəmi m.
3,140,1800,8,24,1,28 May m.
2,70,1000,10,17,1,Nərimanov r.
3,100,700,9,18,1,Neftçilər m.
2,65,650,5,5,0,Azadlıq Prospekti m.
3,110,1600,14,18,1,Nizami m.
3,70,699,4,5,0,Qara Qarayev m.
1,50,600,5,17,1,Azadlıq Prospekti m.
2,50,500,2,19,1,Xalqlar Dostluğu m.
3,164,1750,15,16,1,Nizami m.
3,85,800,18,18,1,Nəriman Nərimanov m.
3,122,849,16,21,1,İnşaatçılar m.
3,110,1500,6,14,1,Nizami m.
3,75,700,8,9,0,Xalqlar Dostluğu m.
3,105,2500,6,7,0,Xətai r.
2,100,799,10,17,1,Nəriman Nərimanov m.
3,140,2400,13,18,1,Şah İsmayıl Xətai m.
4,150,1500,7,20,1,28 May m.
1,50,600,5,17,1,Azadlıq Prospekti m.
3,127,1200,2,14,1,Nəsimi r.
3,103,1450,5,22,1,8 Noyabr m.
2,50,378,18,18,1,İnşaatçılar m.
2,56,500,5,5,0,Gənclik m.
2,75,850,9,18,1,Nəsimi r.
3,132,3000,4,7,0,Ağ şəhər q.
3,140,3000,4,7,0,Ağ şəhər q.
3,178,3200,25,27,1,8 Noyabr m.
3,180,3500,7,22,1,Nizami m.
2,110,1300,9,20,1,Şah İsmayıl Xətai m.
3,70,650,5,5,0,Neftçilər m.
2,70,650,2,9,0,Gənclik m.
2,70,1099,3,16,1,8 Noyabr m.
3,140,1700,12,20,1,Nəriman Nərimanov m.
3,110,1400,24,27,1,8 Noyabr m.
2,55,400,14,17,1,Xırdalan
2,70,500,7,10,1,Xırdalan
3,92,1000,2,5,0,Kubinka q.
3,145,850,4,16,1,Memar Əcəmi m.
2,70,950,10,27,1,Nəsimi r.
2,96,800,10,16,1,Nəriman Nərimanov m.
4,200,2500,13,18,1,Nizami m.
2,85,1050,15,17,1,Nərimanov r.
3,160,850,2,18,1,Nərimanov r.
2,75,900,6,18,1,Nizami m.
2,100,1500,6,9,0,Ağ şəhər q.
2,70,850,12,17,1,Nizami m.
1,50,1400,8,10,1,Ağ şəhər q.
3,80,900,8,9,0,Nəsimi r.
3,60,650,5,5,0,Neftçilər m.
3,140,1000,4,14,1,Badamdar q.
3,70,750,4,5,0,Nəriman Nərimanov m.
3,120,3000,4,7,0,Ağ şəhər q.
2,65,1300,6,20,1,Ağ şəhər q.
3,135,1200,10,19,1,Nəriman Nərimanov m.
3,130,1600,11,18,1,28 May m.
2,40,620,9,9,0,Gənclik m.
2,72,1200,3,7,0,Sea Breeze q.
3,110,3000,3,6,0,Ağ şəhər q.
2,105,2000,5,7,0,Şah İsmayıl Xətai m.
2,70,900,12,18,1,Şah İsmayıl Xətai m.
2,55,500,5,5,0,Memar Əcəmi m.
2,90,1500,10,14,1,Sahil m.
3,93,1190,10,16,1,Şah İsmayıl Xətai m.
3,135,1500,3,17,1,Nizami m.
3,170,1500,14,19,1,Yasamal r.
2,101,1000,16,20,1,Şah İsmayıl Xətai m.
2,60,650,5,5,0,Sahil m.
3,120,1700,9,18,1,Şah İsmayıl Xətai m.
3,130,1500,11,22,1,Sahil m.
2,58,600,4,9,0,Həzi Aslanov m.
2,65,900,8,16,1,Nərimanov r.
2,88,800,9,12,1,Nəriman Nərimanov m.
3,120,3500,3,8,0,Ağ şəhər q.
2,85,800,9,15,1,Nəriman Nərimanov m.
2,65,1000,8,16,1,28 May m.
2,60,1200,14,18,1,Xətai r.
2,75,800,6,16,1,Nizami m.
2,50,750,2,9,0,Gənclik m.
3,140,2000,12,18,1,Nəriman Nərimanov m.
2,70,800,9,15,1,Nəriman Nərimanov m.
2,64,700,17,17,1,İnşaatçılar m.
2,60,650,2,5,0,Nizami m.
2,50,700,13,20,1,Nəsimi r.
2,104,1299,16,31,1,8 Noyabr m.
3,90,1200,10,18,1,28 May m.
3,120,750,1,3,0,Şah İsmayıl Xətai m.
3,80,700,4,5,0,Binəqədi r.
2,55,1200,11,17,1,28 May m.
2,54,650,11,20,1,20 Yanvar m.
3,115,780,7,18,1,İnşaatçılar m.
3,122,1000,3,19,1,Nəsimi r.
2,90,2000,6,19,1,Elmlər Akademiyası m.
3,135,1800,9,15,1,Nəriman Nərimanov m.
2,65,1000,4,18,1,Elmlər Akademiyası m.
2,90,900,5,16,1,Nəriman Nərimanov m.
3,110,850,6,9,0,Nəsimi r.
2,96,800,10,16,1,Nəriman Nərimanov m.
3,90,650,14,16,1,Bayıl q.
2,70,850,3,5,0,Elmlər Akademiyası m.
1,40,550,2,5,0,Elmlər Akademiyası m.
2,90,1800,4,7,0,Ağ şəhər q.
3,100,1100,2,16,1,Nəsimi r.
3,150,1250,9,17,1,Şah İsmayıl Xətai m.
3,140,800,10,16,1,Nəsimi r.
2,60,1400,18,20,1,28 May m.
2,46,550,4,10,1,Bakıxanov q.
3,130,1050,15,17,1,Nərimanov r.
2,55,550,4,5,0,Memar Əcəmi m.
2,75,1300,3,7,0,Xətai r.
1,70,450,3,18,1,Əhmədli m.
4,100,1000,1,3,0,28 May m.
3,120,2200,2,6,0,Ağ şəhər q.
3,120,2900,6,7,0,Ağ şəhər q.
2,40,499,4,5,0,Badamdar q.
3,140,1250,8,23,1,Nəsimi r.
2,58,1000,3,16,1,Şah İsmayıl Xətai m.
2,68,1500,12,16,1,Şah İsmayıl Xətai m.
2,70,750,4,5,0,Gənclik m.
3,145,1550,19,27,1,8 Noyabr m.
2,60,720,11,17,1,Qara Qarayev m.
3,85,2300,7,7,0,Ağ şəhər q.
3,110,980,1,14,1,Nizami m.
2,48,445,6,6,0,Xırdalan
2,68,950,11,18,1,Şah İsmayıl Xətai m.
2,70,700,6,9,0,Gənclik m.
3,130,1599,12,24,1,28 May m.
2,60,1200,11,16,1,28 May m.
3,110,1000,4,15,1,Gənclik m.
3,150,1000,6,16,1,Böyükşor q.
2,65,599,2,5,0,Qara Qarayev m.
2,70,1200,3,14,1,İçəri Şəhər m.
3,130,1500,4,16,1,28 May m.
3,100,1000,19,27,1,8 Noyabr m.
2,50,450,3,9,0,Əhmədli q.
4,85,700,6,9,0,Suraxanı r.
4,86,650,8,10,1,Xalqlar Dostluğu m.
2,90,2000,5,17,1,İçəri Şəhər m.
3,100,3800,3,7,0,Ağ şəhər q.
2,94,600,4,18,1,Yeni Yasamal q.
3,85,450,6,9,0,Həzi Aslanov m.
3,138,1250,9,20,1,Nərimanov r.
5,250,1400,3,4,0,Azadlıq Prospekti m.
3,80,850,3,5,0,Nəriman Nərimanov m.
2,50,1100,9,16,1,Elmlər Akademiyası m.
1,50,650,16,16,1,Elmlər Akademiyası m.
2,65,600,6,16,1,Yeni Yasamal q.
2,92,900,12,18,1,Şah İsmayıl Xətai m.
3,90,600,7,19,1,Bakıxanov q.
2,90,950,6,21,1,Nəsimi r.
3,82,800,11,12,1,Neftçilər m.
2,62,850,11,16,1,Gənclik m.
3,100,1500,6,14,1,Nəsimi r.
3,80,650,9,9,0,Gənclik m.
2,100,1250,13,15,1,28 May m.
2,60,1200,13,16,1,Nizami m.
2,65,900,7,16,1,Nərimanov r.
3,135,1000,8,16,1,Nərimanov r.
3,75,1200,15,16,1,20 Yanvar m.
2,70,1100,13,22,1,Şah İsmayıl Xətai m.
2,90,1100,13,16,1,Nəriman Nərimanov m.
3,75,600,4,5,0,Nəriman Nərimanov m.
2,88,2500,3,6,0,Sea Breeze q.
2,65,1400,4,19,1,28 May m.
2,105,799,6,25,1,28 May m.
3,147,1200,7,14,1,Nizami m.
3,65,500,8,9,0,Həzi Aslanov m.
3,120,1300,10,17,1,28 May m.
2,60,700,4,16,1,Yasamal r.
3,110,700,5,5,0,Azadlıq Prospekti m.
3,60,480,2,5,0,Qara Qarayev m.
2,65,1299,8,20,1,Ağ şəhər q.
2,64,500,8,14,1,Sumqayıt
3,130,1300,11,19,1,Şah İsmayıl Xətai m.
2,65,1300,6,20,1,Xətai r.
3,171,3800,8,18,1,Şah İsmayıl Xətai m.
3,125,1800,4,7,0,Şah İsmayıl Xətai m.
3,110,1700,12,17,1,Nəsimi r.
3,110,1600,11,18,1,8 Noyabr m.
3,86,1100,10,16,1,28 May m.
3,140,1200,13,19,1,Elmlər Akademiyası m.
2,70,500,1,14,1,Sumqayıt
3,110,700,15,16,1,20 Yanvar m.
3,112,2499,4,6,0,Ağ şəhər q.
3,148,1600,19,27,1,8 Noyabr m.
2,65,1300,6,20,1,Ağ şəhər q.
2,50,620,9,9,0,Gənclik m.
3,110,950,10,16,1,Elmlər Akademiyası m.
3,140,1250,2,18,1,8 Noyabr m.
3,130,1300,7,8,0,Nəsimi r.
2,104,699,6,25,1,28 May m.
3,75,800,5,9,0,Elmlər Akademiyası m.
3,110,700,15,17,1,İnşaatçılar m.
3,130,1000,8,16,1,Nəriman Nərimanov m.
4,213,4300,9,16,1,Elmlər Akademiyası m.
2,75,650,6,16,1,Nəsimi m.
2,55,700,9,15,1,Həzi Aslanov m.
3,100,1000,10,15,1,Nərimanov r.
2,74,600,4,16,1,Qara Qarayev m.
2,66,1000,12,30,1,8 Noyabr m.
3,130,1000,14,16,1,Nərimanov r.
2,70,649,6,6,0,Xalqlar Dostluğu m.
2,75,750,5,16,1,Neftçilər m.
2,52,699,13,20,1,Nərimanov r.
3,130,3000,21,24,1,28 May m.
2,75,1000,6,14,1,Xəzər r.
3,150,2499,8,18,1,28 May m.
2,80,1400,6,17,1,Şah İsmayıl Xətai m.
3,120,1300,10,18,1,28 May m.
3,193,1700,5,21,1,İçəri Şəhər m.
3,105,1200,13,18,1,8 Noyabr m.
3,100,1800,16,20,1,Elmlər Akademiyası m.
3,120,1500,6,18,1,28 May m.
2,105,1300,22,27,1,8 Noyabr m.
2,120,2900,12,19,1,Sahil m.
3,105,1450,5,22,1,Nəsimi r.
3,80,850,11,18,1,20 Yanvar m.
3,150,1300,14,16,1,Şah İsmayıl Xətai m.
2,90,730,4,14,1,20 Yanvar m.
2,95,650,7,18,1,İnşaatçılar m.
2,55,650,16,20,1,20 Yanvar m.
3,90,800,5,16,1,20 Yanvar m.
2,93,1099,5,15,1,Gənclik m.
2,90,800,3,19,1,İnşaatçılar m.
2,75,799,15,21,1,Nəsimi r.
2,70,700,4,5,0,Şah İsmayıl Xətai m.
3,110,1499,5,22,1,8 Noyabr m.
3,145,2000,9,16,1,Nərimanov r.
3,100,800,6,14,1,Nəsimi m.
1,40,400,3,5,0,Neftçilər m.
4,250,3500,12,18,1,Şah İsmayıl Xətai m.
3,138,700,9,18,1,Həzi Aslanov m.
3,76,1200,12,15,1,20 Yanvar m.
2,80,700,16,16,1,Nərimanov r.
4,170,2500,4,16,1,Elmlər Akademiyası m.
3,140,1801,10,15,1,Nərimanov r.
3,142,1000,4,17,1,Nəsimi r.
3,115,1000,14,16,1,İnşaatçılar m.
2,110,750,17,19,1,İnşaatçılar m.
3,80,900,2,9,0,Nəriman Nərimanov m.
2,55,650,18,20,1,20 Yanvar m.
2,45,550,3,5,0,Nəriman Nərimanov m.
2,100,700,18,20,1,İnşaatçılar m.
2,65,700,18,20,1,20 Yanvar m.
2,85,2100,6,16,1,İçəri Şəhər m.
2,90,650,8,16,1,İnşaatçılar m.
2,95,650,7,17,1,İnşaatçılar m.
2,75,1000,8,12,1,8 Noyabr m.
2,45,350,1,2,0,Sabunçu q.
2,65,1200,10,27,1,8 Noyabr m.
2,95,1999,5,20,1,Elmlər Akademiyası m.
2,98,1200,8,16,1,Qara Qarayev m.
2,75,1300,2,5,0,Sahil m.
2,70,1200,7,16,1,Şah İsmayıl Xətai m.
3,105,1200,9,18,1,Nizami m.
3,110,1200,11,18,1,Nəriman Nərimanov m.
3,115,1600,16,17,1,28 May m.
4,191,1500,8,16,1,İçəri Şəhər m.
3,105,1500,5,27,1,8 Noyabr m.
3,110,800,5,9,0,Azadlıq Prospekti m.
2,95,800,4,5,0,28 May m.
2,61,799,2,17,1,Nəriman Nərimanov m.
3,146,1600,18,27,1,8 Noyabr m.
2,60,650,3,5,0,Nəriman Nərimanov m.
2,106,1350,25,27,1,8 Noyabr m.
3,85,850,6,16,1,Dərnəgül m.
3,103,1450,5,22,1,8 Noyabr m.
2,50,400,3,5,0,Neftçilər m.
4,180,2200,10,27,1,8 Noyabr m.
2,80,700,10,18,1,İnşaatçılar m.
5,280,4500,10,16,1,Nərimanov r.
2,80,700,6,12,1,Nizami m.
2,40,499,2,2,0,Nizami m.
2,60,400,7,16,1,Sumqayıt
3,85,1600,9,20,1,Gənclik m.
2,60,600,2,5,0,Memar Əcəmi m.
2,80,699,5,17,1,Nəriman Nərimanov m.
3,85,799,18,18,1,Nəriman Nərimanov m.
3,76,700,16,18,1,Memar Əcəmi m.
2,180,1400,8,17,1,Elmlər Akademiyası m.
3,110,1300,2,4,0,28 May m.
3,125,2000,11,20,1,28 May m.
2,80,1300,9,19,1,Gənclik m.
2,80,800,8,17,1,Qara Qarayev m.
3,85,700,16,18,1,7
2,90,2290,13,16,1,28 May m.
2,95,1000,13,18,1,28 May m.
2,70,900,14,17,1,Gənclik m.
4,180,1200,12,14,1,Gənclik m.
2,65,550,6,12,1,Yeni Yasamal q.
3,120,1200,5,15,1,Nizami m.
2,70,1500,5,7,0,Ağ şəhər q.
2,42,500,4,5,0,Qara Qarayev m.
2,70,630,3,23,1,Yeni Yasamal q.
2,100,700,14,18,1,Memar Əcəmi m.
2,70,650,14,17,1,Elmlər Akademiyası m.
3,80,600,1,13,1,Həzi Aslanov m.
2,65,499,8,19,1,Həzi Aslanov m.
3,160,1800,7,16,1,Elmlər Akademiyası m.
2,45,550,4,5,0,Qara Qarayev m.
3,132,2200,9,16,1,28 May m.
4,100,800,4,9,0,Azadlıq Prospekti m.
2,103,1400,17,27,1,8 Noyabr m.
3,85,1500,2,5,0,Sahil m.
3,70,700,5,5,0,Neftçilər m.
2,65,1299,6,20,1,Xətai r.
2,50,750,1,6,0,28 May m.
2,72,649,12,17,1,Əhmədli m.
3,160,3000,10,20,1,Ağ şəhər q.
2,70,750,5,18,1,Nəsimi r.
3,120,850,8,17,1,28 May m.
3,120,850,12,16,1,Nəriman Nərimanov m.
3,140,1000,7,18,1,Nəsimi r.
3,82,800,11,12,1,Neftçilər m.
2,60,950,10,14,1,Şah İsmayıl Xətai m.
3,112,800,7,10,1,İnşaatçılar m.
3,122,750,6,10,1,Yasamal q.
2,94,1250,3,5,0,Sahil m.
3,124,700,11,18,1,İnşaatçılar m.
2,72,1250,24,27,1,Nəsimi r.
3,110,799,18,18,1,Nəriman Nərimanov m.
3,110,800,9,17,1,Həzi Aslanov m.
3,135,2000,5,7,0,Ağ şəhər q.
2,80,900,6,18,1,Nizami m.
2,96,425,11,11,1,Xırdalan
2,55,600,1,5,0,Nəsimi m.
3,104,1200,15,16,1,İnşaatçılar m.
5,400,4500,4,8,0,Sahil m.
3,110,1000,15,27,1,8 Noyabr m.
4,200,1300,2,4,0,Badamdar q.
2,56,1700,6,22,1,28 May m.
2,60,600,7,14,1,Yeni Günəşli q.
2,47,496,4,5,0,Səbail r.
2,120,699,17,20,1,Neftçilər m.
4,220,4000,6,8,0,Sahil m.
2,75,650,12,18,1,Nizami r.
2,60,850,9,17,1,Nəriman Nərimanov m.
2,70,950,13,19,1,28 May m.
4,220,3000,5,7,0,Ağ şəhər q.
2,60,900,7,16,1,Nəriman Nərimanov m.
3,100,850,16,16,1,Elmlər Akademiyası m.
2,70,700,4,17,1,Nəriman Nərimanov m.
2,65,600,11,17,1,Həzi Aslanov m.
3,95,599,17,18,1,Nəsimi m.
2,45,500,4,5,0,Badamdar q.
2,80,749,14,18,1,Qara Qarayev m.
3,130,3000,3,7,0,Xətai r.
4,168,1400,3,16,1,Nəriman Nərimanov m.
3,155,1700,18,21,1,Şah İsmayıl Xətai m.
2,60,550,4,5,0,Neftçilər m.
2,60,600,4,17,1,Əhmədli m.
2,66,1000,8,17,1,Şah İsmayıl Xətai m.
2,65,700,3,5,0,Elmlər Akademiyası m.
2,65,600,4,4,0,Gənclik m.
2,110,1100,4,17,1,Nəsimi r.
2,92,799,6,14,1,Neftçilər m.
2,51,550,6,16,1,Həzi Aslanov m.
3,90,1200,3,5,0,Sahil m.
3,100,750,14,18,1,Binəqədi r.
2,100,1200,14,18,1,Şah İsmayıl Xətai m.
2,40,500,4,5,0,Səbail r.
3,135,2000,7,7,0,Şah İsmayıl Xətai m.
3,110,1000,12,27,1,8 Noyabr m.
2,90,549,1,9,0,Yeni Yasamal q.
4,220,1600,7,14,1,28 May m.
2,40,550,4,5,0,Badamdar q.
3,55,550,4,5,0,Memar Əcəmi m.
2,65,550,6,12,1,Yasamal r.
2,95,700,15,20,1,İnşaatçılar m.
4,215,2000,12,21,1,Şah İsmayıl Xətai m.
2,110,600,4,17,1,Əhmədli m.
2,50,700,3,6,0,Quba
3,82,800,11,12,1,Neftçilər m.
2,60,540,10,20,1,Yeni Yasamal q.
2,66,390,1,14,1,Saray q.
2,110,1700,17,21,1,Şah İsmayıl Xətai m.
2,70,600,10,19,1,Xətai r.
3,90,1600,3,6,0,Sahil m.
2,65,750,10,16,1,Dərnəgül m.
2,120,750,11,16,1,Əhmədli m.
2,65,1300,6,20,1,Xətai r.
2,65,550,3,5,0,Nəriman Nərimanov m.
1,65,750,8,16,1,Nəriman Nərimanov m.
2,42,600,4,5,0,Elmlər Akademiyası m.
4,181,2500,9,18,1,Şah İsmayıl Xətai m.
3,62,500,2,5,0,Neftçilər m.
2,75,1050,7,16,1,Koroğlu m.
2,70,850,11,16,1,Nizami m.
2,65,450,10,16,1,Xırdalan
2,95,1200,14,18,1,Şah İsmayıl Xətai m.
2,70,1200,17,18,1,Şah İsmayıl Xətai m.
4,115,1200,11,16,1,Nəsimi r.
2,84,950,6,18,1,Nəsimi r.
2,55,680,9,20,1,20 Yanvar m.
3,120,2500,12,17,1,Nizami m.
3,100,850,14,17,1,Azadlıq Prospekti m.
3,120,2000,6,20,1,28 May m.
2,68,1000,12,27,1,Yasamal r.
2,88,1600,9,16,1,28 May m.
2,70,1500,8,20,1,Ağ şəhər q.
3,137,2300,4,7,0,Ağ şəhər q.
2,80,1700,12,20,1,Ağ şəhər q.
3,130,2200,3,7,0,Ağ şəhər q.
3,75,860,5,16,1,20 Yanvar m.
5,290,3500,16,16,1,Gənclik m.
